_3eme_filles;qp_a_proximite_o_n;nb_candidats_g;taux_de_reussite_g;nb_mentions_tb_g;taux_d_acces_6eme_3eme
67;Dans QP         ;104;91.0;24;90.0
181;Hors QP         ;311;64.0;15;95.0
181;Hors QP         ;343;72.0;28;95.0
109;Hors QP         ;179;83.0;37;84.0
109;Hors QP         ;186;82.0;40;88.0
59;Hors QP         ;69;86.0;19;89.0
59;Hors QP         ;74;89.0;8;91.0
106;Dans QP         ;173;83.0;20;91.0
106;Dans QP         ;182;90.0;52;92.0
94;Hors QP         ;126;97.0;44;89.0
94;Hors QP         ;111;100.0;18;95.0
85;Hors QP         ;142;77.0;25;85.0
85;Hors QP         ;143;74.0;33;83.0
33;Dans QP         ;50;88.0;4;82.0
33;Dans QP         ;60;62.0;2;82.0
54;Hors QP         ;84;69.0;11;88.0
54;Hors QP         ;85;82.0;9;85.0
50;Hors QP         ;91;84.0;5;87.0
50;Hors QP         ;92;90.0;16;83.0
41;Hors QP         ;71;94.0;9;92.0
41;Hors QP         ;73;88.0;6;90.0
37;Hors QP         ;49;90.0;3;94.0
37;Hors QP         ;61;84.0;11;89.0
50;Hors QP         ;73;92.0;5;94.0
50;Hors QP         ;89;91.0;7;85.0
32;Hors QP         ;65;94.0;8;87.0
32;Hors QP         ;56;96.0;4;96.0
56;Dans QP+200-300m;90;84.0;24;94.0
56;Dans QP+200-300m;98;91.0;37;91.0
58;Hors QP         ;96;90.0;18;93.0
58;Hors QP         ;119;83.0;18;95.0
43;Dans QP+200m    ;79;89.0;19;94.0
43;Dans QP+200m    ;64;97.0;21;81.0
50;Dans QP+200m    ;70;93.0;17;85.0
50;Dans QP+200m    ;68;79.0;18;83.0
34;Dans QP+200m    ;87;90.0;24;93.0
34;Dans QP+200m    ;65;89.0;13;87.0
49;Dans QP+200m    ;88;90.0;29;92.0
49;Dans QP+200m    ;72;93.0;20;93.0
47;Dans QP+200m    ;106;87.0;25;92.0
47;Dans QP+200m    ;93;88.0;21;94.0
14;Hors QP         ;47;87.0;3;94.0
14;Hors QP         ;33;73.0;5;95.0
82;Hors QP         ;117;81.0;21;90.0
82;Hors QP         ;134;80.0;27;90.0
45;Dans QP         ;83;83.0;17;93.0
45;Dans QP         ;103;86.0;17;91.0
57;Hors QP         ;100;62.0;10;89.0
57;Hors QP         ;90;82.0;20;92.0
38;Dans QP+200m    ;77;74.0;11;87.0
38;Dans QP+200m    ;67;78.0;6;92.0
19;Dans QP+200m    ;50;70.0;5;81.0
68;Dans QP+200m    ;130;86.0;35;87.0
68;Dans QP+200m    ;112;87.0;13;88.0
55;Dans QP         ;130;85.0;29;87.0
55;Dans QP         ;103;85.0;19;93.0
59;Dans QP+200-300m;104;93.0;25;94.0
59;Dans QP+200-300m;107;93.0;32;87.0
18;Hors QP         ;30;93.0;12;93.0
18;Hors QP         ;42;69.0;7;94.0
33;Hors QP         ;53;77.0;10;92.0
33;Hors QP         ;55;73.0;12;92.0
78;Dans QP+200m    ;131;85.0;16;90.0
78;Dans QP+200m    ;122;81.0;21;83.0
75;Hors QP         ;122;76.0;22;85.0
75;Hors QP         ;139;72.0;35;87.0
105;Dans QP+200m    ;178;77.0;47;86.0
105;Dans QP+200m    ;174;89.0;59;79.0
68;Dans QP+200-300m;130;87.0;50;89.0
68;Dans QP+200-300m;118;90.0;39;93.0
85;Hors QP         ;141;85.0;21;95.0
85;Hors QP         ;137;86.0;29;96.0
50;Dans QP         ;91;70.0;11;81.0
50;Dans QP         ;93;76.0;14;92.0
64;Dans QP+200m    ;132;81.0;28;86.0
64;Dans QP+200m    ;135;76.0;32;87.0
78;Dans QP+200m    ;132;77.0;25;92.0
78;Dans QP+200m    ;132;83.0;26;89.0
40;Hors QP         ;62;77.0;14;90.0
40;Hors QP         ;65;97.0;29;93.0
71;Dans QP+200m    ;116;89.0;17;83.0
71;Dans QP+200m    ;151;87.0;39;91.0
40;Dans QP+200m    ;68;91.0;16;76.0
40;Dans QP+200m    ;65;78.0;12;78.0
24;Dans QP+200m    ;55;95.0;14;69.0
24;Dans QP+200m    ;54;91.0;5;78.0
34;Hors QP         ;63;89.0;20;91.0
34;Hors QP         ;50;92.0;14;87.0
88;Dans QP+200m    ;166;82.0;35;91.0
88;Dans QP+200m    ;153;88.0;35;92.0
29;Dans QP         ;33;76.0;3;85.0
29;Dans QP         ;58;74.0;8;84.0
67;Dans QP+200-300m;118;89.0;33;92.0
67;Dans QP+200-300m;107;80.0;15;89.0
83;Dans QP         ;131;71.0;21;84.0
83;Dans QP         ;154;77.0;31;87.0
86;Dans QP+200m    ;190;79.0;51;92.0
86;Dans QP+200m    ;161;78.0;22;92.0
90;Dans QP+200-300m;159;86.0;32;90.0
90;Dans QP+200-300m;168;87.0;31;86.0
87;Dans QP+200m    ;129;74.0;27;83.0
87;Dans QP+200m    ;127;75.0;28;87.0
78;Dans QP         ;127;86.0;25;86.0
78;Dans QP         ;132;77.0;30;87.0
50;Dans QP+200m    ;99;79.0;16;90.0
50;Dans QP+200m    ;77;84.0;21;88.0
64;Dans QP+200m    ;99;88.0;30;94.0
64;Dans QP+200m    ;104;85.0;19;88.0
38;Hors QP         ;68;85.0;12;86.0
38;Hors QP         ;79;71.0;10;93.0
83;Dans QP+200m    ;157;82.0;45;89.0
83;Dans QP+200m    ;156;81.0;43;88.0
94;Dans QP+200m    ;174;89.0;40;92.0
94;Dans QP+200m    ;162;86.0;30;89.0
68;Dans QP         ;86;86.0;12;78.0
68;Dans QP         ;76;75.0;12;83.0
66;Dans QP+200m    ;120;79.0;27;83.0
66;Dans QP+200m    ;100;80.0;29;89.0
32;Hors QP         ;58;84.0;6;92.0
32;Hors QP         ;81;93.0;13;88.0
92;Dans QP         ;145;78.0;36;86.0
92;Dans QP         ;127;87.0;35;85.0
80;Dans QP         ;135;76.0;37;92.0
80;Dans QP         ;148;76.0;30;88.0
51;Dans QP+200-300m;96;95.0;19;82.0
51;Dans QP+200-300m;95;91.0;16;84.0
26;Dans QP         ;35;69.0;4;79.0
26;Dans QP         ;44;80.0;7;89.0
49;Dans QP         ;96;81.0;16;90.0
49;Dans QP         ;70;77.0;11;81.0
41;Dans QP+200m    ;55;85.0;2;80.0
41;Dans QP+200m    ;76;79.0;14;82.0
37;Hors QP         ;61;75.0;12;85.0
37;Hors QP         ;61;80.0;6;94.0
99;Dans QP+200-300m;142;89.0;44;92.0
99;Dans QP+200-300m;152;92.0;36;91.0
42;Dans QP+200m    ;82;89.0;19;92.0
42;Dans QP+200m    ;83;84.0;24;94.0
90;Hors QP         ;157;89.0;41;96.0
90;Hors QP         ;154;84.0;27;94.0
46;Hors QP         ;83;76.0;12;92.0
46;Hors QP         ;92;95.0;12;89.0
57;Dans QP+200m    ;136;88.0;30;93.0
57;Dans QP+200m    ;126;90.0;40;92.0
62;Dans QP+200m    ;119;88.0;18;92.0
62;Dans QP+200m    ;123;90.0;18;93.0
63;Hors QP         ;93;70.0;7;90.0
63;Hors QP         ;95;72.0;14;88.0
47;Dans QP+200-300m;90;78.0;20;87.0
47;Dans QP+200-300m;77;82.0;14;93.0
65;Dans QP+200m    ;113;87.0;16;87.0
65;Dans QP+200m    ;114;87.0;14;88.0
67;Dans QP+200m    ;85;87.0;8;84.0
67;Dans QP+200m    ;77;90.0;7;80.0
58;Dans QP+200m    ;101;72.0;18;88.0
58;Dans QP+200m    ;102;73.0;6;87.0
72;Dans QP         ;107;83.0;17;88.0
72;Dans QP         ;120;78.0;8;84.0
83;Dans QP+200m    ;133;91.0;28;99.0
83;Dans QP+200m    ;137;94.0;29;96.0
59;Hors QP         ;77;88.0;13;92.0
59;Hors QP         ;119;88.0;19;88.0
48;Dans QP+200m    ;88;90.0;28;91.0
48;Dans QP+200m    ;92;87.0;34;89.0
71;Dans QP+200-300m;151;94.0;43;87.0
71;Dans QP+200-300m;125;90.0;32;94.0
121;Dans QP+200m    ;219;83.0;27;93.0
121;Dans QP+200m    ;191;91.0;42;93.0
79;Dans QP+200m    ;97;80.0;11;86.0
79;Dans QP+200m    ;94;89.0;6;89.0
85;Dans QP+200m    ;127;90.0;29;93.0
85;Dans QP+200m    ;147;84.0;37;86.0
58;Dans QP+200-300m;95;89.0;15;85.0
58;Dans QP+200-300m;115;85.0;30;92.0
66;Hors QP         ;93;94.0;12;93.0
66;Hors QP         ;115;82.0;27;93.0
56;Hors QP         ;128;88.0;16;85.0
56;Hors QP         ;117;84.0;19;87.0
109;Dans QP+200m    ;200;86.0;32;91.0
109;Dans QP+200m    ;173;84.0;35;90.0
85;Dans QP+200-300m;159;84.0;32;90.0
85;Dans QP+200-300m;167;80.0;34;90.0
65;Dans QP+200m    ;90;74.0;7;87.0
65;Dans QP+200m    ;107;79.0;27;93.0
93;Dans QP+200m    ;183;88.0;26;85.0
93;Dans QP+200m    ;174;82.0;20;81.0
53;Dans QP         ;91;77.0;16;84.0
53;Dans QP         ;104;82.0;20;88.0
77;Dans QP+200m    ;132;89.0;20;82.0
77;Dans QP+200m    ;128;92.0;23;81.0
39;Dans QP         ;64;86.0;11;97.0
39;Dans QP         ;59;81.0;9;84.0
48;Dans QP+200m    ;99;79.0;12;73.0
48;Dans QP+200m    ;66;89.0;7;78.0
102;Hors QP         ;152;82.0;35;91.0
102;Hors QP         ;183;83.0;27;93.0
92;Dans QP+200-300m;142;84.0;24;92.0
92;Dans QP+200-300m;140;97.0;41;93.0
24;Dans QP+200m    ;56;57.0;8;77.0
24;Dans QP+200m    ;56;86.0;6;79.0
56;Hors QP         ;125;64.0;11;86.0
56;Hors QP         ;113;70.0;22;89.0
106;Hors QP         ;178;75.0;27;92.0
106;Hors QP         ;191;85.0;46;90.0
48;Hors QP         ;73;75.0;8;78.0
48;Hors QP         ;71;70.0;9;83.0
70;Hors QP         ;78;88.0;19;89.0
70;Hors QP         ;109;81.0;22;95.0
75;Dans QP+200m    ;109;83.0;9;81.0
75;Dans QP+200m    ;110;83.0;18;79.0
72;Dans QP+200-300m;163;82.0;43;92.0
72;Dans QP+200-300m;144;88.0;47;92.0
57;Dans QP         ;87;91.0;16;92.0
57;Dans QP         ;89;62.0;8;94.0
54;Hors QP         ;97;86.0;27;89.0
54;Hors QP         ;110;85.0;29;96.0
61;Dans QP+200m    ;63;75.0;7;75.0
61;Dans QP+200m    ;82;79.0;15;79.0
49;Dans QP+200m    ;66;77.0;16;82.0
49;Dans QP+200m    ;69;86.0;15;83.0
87;Dans QP         ;137;66.0;15;78.0
87;Dans QP         ;109;87.0;20;83.0
24;Hors QP         ;80;88.0;17;88.0
24;Hors QP         ;74;93.0;22;88.0
70;Dans QP+200m    ;130;74.0;13;92.0
70;Dans QP+200m    ;134;78.0;11;87.0
75;Dans QP+200m    ;115;69.0;9;95.0
75;Dans QP+200m    ;122;85.0;17;92.0
66;Dans QP+200m    ;126;83.0;26;89.0
66;Dans QP+200m    ;108;87.0;29;90.0
62;Hors QP         ;74;92.0;18;88.0
62;Hors QP         ;77;87.0;14;91.0
66;Dans QP+200m    ;147;67.0;10;92.0
66;Dans QP+200m    ;118;76.0;27;84.0
50;Dans QP+200m    ;88;73.0;10;91.0
50;Dans QP+200m    ;86;95.0;15;92.0
58;Dans QP         ;111;72.0;17;87.0
58;Dans QP         ;86;76.0;7;92.0
74;Dans QP         ;117;79.0;18;91.0
74;Dans QP         ;104;68.0;21;90.0
77;Dans QP+200m    ;163;73.0;31;87.0
77;Dans QP+200m    ;133;79.0;28;87.0
43;Hors QP         ;76;79.0;12;95.0
43;Hors QP         ;69;83.0;11;94.0
68;Dans QP+200m    ;89;79.0;18;91.0
68;Dans QP+200m    ;99;83.0;34;93.0
70;Dans QP+200-300m;97;93.0;33;91.0
70;Dans QP+200-300m;116;87.0;30;92.0
35;Dans QP+200m    ;42;93.0;15;90.0
35;Dans QP+200m    ;49;94.0;10;85.0
39;Dans QP+200-300m;73;85.0;8;83.0
39;Dans QP+200-300m;68;82.0;7;86.0
30;Hors QP         ;61;92.0;19;95.0
30;Hors QP         ;57;93.0;3;93.0
50;Dans QP+200m    ;67;100.0;11;90.0
50;Dans QP+200m    ;64;91.0;10;88.0
41;Hors QP         ;99;98.0;20;91.0
41;Hors QP         ;99;93.0;32;89.0
46;Dans QP+200-300m;80;70.0;16;87.0
46;Dans QP+200-300m;96;86.0;17;91.0
58;Dans QP+200-300m;130;69.0;28;93.0
58;Dans QP+200-300m;113;76.0;31;90.0
23;Hors QP         ;35;100.0;12;92.0
23;Hors QP         ;41;95.0;15;77.0
49;Dans QP+200m    ;109;83.0;31;90.0
49;Dans QP+200m    ;92;100.0;41;71.0
57;Dans QP+200m    ;98;83.0;20;84.0
57;Dans QP+200m    ;125;78.0;13;79.0
25;Dans QP         ;58;83.0;9;91.0
25;Dans QP         ;77;82.0;12;83.0
22;Hors QP         ;34;97.0;9;90.0
22;Hors QP         ;32;97.0;5;96.0
46;Dans QP+200m    ;39;100.0;7;93.0
46;Dans QP+200m    ;40;85.0;11;89.0
63;Hors QP         ;84;79.0;15;90.0
63;Hors QP         ;83;87.0;8;93.0
43;Hors QP         ;97;82.0;14;91.0
43;Hors QP         ;80;89.0;19;87.0
41;Dans QP+200m    ;50;92.0;17;85.0
41;Dans QP+200m    ;61;92.0;12;79.0
74;Dans QP+200m    ;141;77.0;34;91.0
74;Dans QP+200m    ;135;77.0;28;91.0
75;Dans QP         ;112;84.0;15;82.0
75;Dans QP         ;112;88.0;17;90.0
87;Dans QP+200-300m;170;84.0;39;97.0
87;Dans QP+200-300m;125;82.0;23;90.0
98;Hors QP         ;157;88.0;47;91.0
98;Hors QP         ;199;95.0;77;89.0
66;Hors QP         ;102;87.0;18;92.0
66;Hors QP         ;147;95.0;52;91.0
80;Hors QP         ;93;91.0;22;92.0
80;Hors QP         ;125;90.0;37;95.0
54;Dans QP+200m    ;72;85.0;20;84.0
54;Dans QP+200m    ;80;89.0;11;90.0
45;Dans QP+200-300m;83;90.0;12;88.0
45;Dans QP+200-300m;102;79.0;22;83.0
47;Hors QP         ;90;97.0;23;89.0
47;Hors QP         ;69;90.0;9;86.0
61;Hors QP         ;144;87.0;36;95.0
61;Hors QP         ;113;87.0;16;88.0
36;Dans QP+200m    ;82;84.0;24;92.0
36;Dans QP+200m    ;72;93.0;20;93.0
60;Hors QP         ;76;79.0;8;88.0
60;Hors QP         ;104;77.0;11;82.0
53;Hors QP         ;90;73.0;12;89.0
53;Hors QP         ;95;87.0;22;83.0
59;Dans QP         ;109;94.0;35;92.0
59;Dans QP         ;105;86.0;14;94.0
50;Hors QP         ;106;69.0;13;89.0
50;Hors QP         ;84;87.0;25;97.0
37;Dans QP+200m    ;71;66.0;5;87.0
37;Dans QP+200m    ;64;84.0;8;81.0
49;Hors QP         ;83;89.0;29;95.0
49;Hors QP         ;85;84.0;20;93.0
59;Dans QP+200m    ;128;83.0;25;92.0
59;Dans QP+200m    ;139;87.0;22;89.0
33;Hors QP         ;57;95.0;21;88.0
33;Hors QP         ;75;95.0;15;92.0
25;Dans QP+200-300m;45;78.0;9;87.0
25;Dans QP+200-300m;34;74.0;7;83.0
48;Hors QP         ;77;79.0;15;92.0
48;Hors QP         ;77;81.0;18;94.0
40;Hors QP         ;63;92.0;22;96.0
40;Hors QP         ;67;76.0;15;87.0
62;Hors QP         ;87;74.0;20;93.0
62;Hors QP         ;141;67.0;22;90.0
66;Dans QP+200m    ;119;63.0;25;93.0
66;Dans QP+200m    ;110;85.0;21;94.0
68;Dans QP+200m    ;127;98.0;48;93.0
68;Dans QP+200m    ;121;98.0;51;92.0
68;Dans QP+200m    ;156;83.0;25;87.0
68;Dans QP+200m    ;142;81.0;23;86.0
78;Dans QP+200m    ;121;69.0;24;87.0
78;Dans QP+200m    ;126;77.0;16;86.0
53;Hors QP         ;107;77.0;17;87.0
53;Hors QP         ;111;91.0;27;89.0
57;Dans QP         ;87;93.0;8;95.0
57;Dans QP         ;92;95.0;12;97.0
70;Dans QP         ;150;93.0;38;86.0
70;Dans QP         ;154;86.0;28;90.0
90;Hors QP         ;181;97.0;22;92.0
90;Hors QP         ;184;79.0;17;86.0
46;Hors QP         ;103;91.0;15;83.0
46;Hors QP         ;88;91.0;13;87.0
67;Dans QP         ;122;93.0;9;88.0
67;Dans QP         ;119;87.0;14;94.0
46;Dans QP         ;99;94.0;21;93.0
46;Dans QP         ;102;92.0;20;84.0
128;Dans QP+200m    ;188;83.0;11;82.0
128;Dans QP+200m    ;175;90.0;28;77.0
151;Dans QP+200m    ;271;93.0;37;86.0
151;Dans QP+200m    ;252;97.0;33;90.0
115;Dans QP         ;177;86.0;24;82.0
115;Dans QP         ;174;85.0;9;88.0
67;Hors QP         ;59;64.0;0;89.0
67;Hors QP         ;67;55.0;1;91.0
64;Hors QP         ;87;79.0;8;89.0
64;Hors QP         ;85;91.0;8;89.0
97;Hors QP         ;170;84.0;20;82.0
97;Hors QP         ;170;75.0;7;76.0
65;Hors QP         ;100;79.0;9;91.0
65;Hors QP         ;133;77.0;6;89.0
135;Dans QP         ;195;83.0;10;85.0
135;Dans QP         ;187;81.0;11;80.0
99;Hors QP         ;97;77.0;6;88.0
99;Hors QP         ;113;55.0;6;94.0
125;Dans QP         ;151;96.0;46;89.0
125;Dans QP         ;194;79.0;24;92.0
100;Dans QP         ;163;78.0;5;90.0
100;Dans QP         ;159;79.0;4;87.0
58;Dans QP         ;86;73.0;18;88.0
58;Dans QP         ;104;70.0;10;91.0
30;Dans QP+200-300m;55;84.0;12;89.0
30;Dans QP+200-300m;62;58.0;2;81.0
50;Hors QP         ;60;92.0;13;84.0
50;Hors QP         ;81;89.0;21;94.0
68;Dans QP         ;90;92.0;16;88.0
68;Dans QP         ;88;70.0;7;87.0
31;Hors QP         ;69;86.0;16;86.0
31;Hors QP         ;52;83.0;7;90.0
74;Hors QP         ;95;92.0;30;91.0
74;Hors QP         ;95;88.0;17;94.0
50;Dans QP+200m    ;89;91.0;18;94.0
50;Dans QP+200m    ;99;84.0;22;94.0
67;Hors QP         ;123;79.0;25;84.0
67;Hors QP         ;111;87.0;36;83.0
60;Dans QP+200m    ;114;91.0;30;95.0
60;Dans QP+200m    ;114;89.0;21;92.0
17;Dans QP+200m    ;32;88.0;10;86.0
78;Dans QP         ;145;97.0;45;88.0
78;Dans QP         ;143;87.0;31;93.0
48;Hors QP         ;73;81.0;9;83.0
48;Hors QP         ;78;88.0;12;93.0
46;Dans QP+200m    ;71;68.0;11;93.0
46;Dans QP+200m    ;80;79.0;18;86.0
51;Hors QP         ;97;93.0;26;90.0
51;Hors QP         ;87;92.0;27;95.0
50;Dans QP         ;80;86.0;4;81.0
50;Dans QP         ;93;75.0;3;89.0
72;Hors QP         ;106;92.0;20;80.0
72;Hors QP         ;106;94.0;27;75.0
34;Dans QP         ;81;74.0;10;86.0
34;Dans QP         ;56;75.0;13;94.0
60;Hors QP         ;111;80.0;20;96.0
60;Hors QP         ;109;89.0;25;96.0
74;Dans QP+200m    ;123;78.0;11;88.0
74;Dans QP+200m    ;123;81.0;12;94.0
68;Dans QP+200m    ;110;79.0;10;94.0
68;Dans QP+200m    ;108;90.0;14;92.0
48;Hors QP         ;94;67.0;7;86.0
48;Hors QP         ;72;74.0;6;96.0
79;Dans QP         ;110;74.0;7;81.0
79;Dans QP         ;117;75.0;10;78.0
50;Dans QP+200-300m;84;82.0;13;80.0
50;Dans QP+200-300m;82;70.0;8;82.0
79;Hors QP         ;135;75.0;28;89.0
79;Hors QP         ;145;78.0;21;91.0
41;Dans QP+200m    ;72;79.0;7;90.0
41;Dans QP+200m    ;74;76.0;5;83.0
67;Dans QP+200m    ;103;88.0;10;88.0
67;Dans QP+200m    ;123;80.0;12;85.0
69;Dans QP+200-300m;108;95.0;34;95.0
69;Dans QP+200-300m;138;99.0;35;96.0
48;Dans QP+200m    ;91;86.0;18;90.0
48;Dans QP+200m    ;90;79.0;17;95.0
54;Hors QP         ;111;86.0;22;86.0
54;Hors QP         ;78;99.0;21;93.0
47;Hors QP         ;92;85.0;21;91.0
47;Hors QP         ;83;92.0;20;95.0
67;Hors QP         ;101;83.0;21;93.0
67;Hors QP         ;110;79.0;15;97.0
107;Dans QP+200m    ;167;85.0;34;91.0
107;Dans QP+200m    ;151;79.0;15;90.0
49;Hors QP         ;76;82.0;10;86.0
49;Hors QP         ;80;84.0;16;88.0
54;Dans QP+200m    ;111;81.0;14;91.0
54;Dans QP+200m    ;95;79.0;16;89.0
83;Hors QP         ;124;92.0;35;93.0
83;Hors QP         ;157;88.0;33;92.0
43;Hors QP         ;83;93.0;27;92.0
43;Hors QP         ;77;97.0;21;94.0
85;Dans QP+200m    ;119;91.0;18;92.0
85;Dans QP+200m    ;127;92.0;20;94.0
64;Hors QP         ;133;86.0;44;96.0
64;Hors QP         ;109;88.0;27;97.0
87;Dans QP+200m    ;157;94.0;49;92.0
87;Dans QP+200m    ;155;97.0;54;93.0
43;Hors QP         ;48;81.0;5;93.0
43;Hors QP         ;48;98.0;13;90.0
73;Hors QP         ;122;84.0;12;94.0
73;Hors QP         ;109;88.0;15;94.0
92;Dans QP+200-300m;145;83.0;19;89.0
92;Dans QP+200-300m;137;80.0;32;93.0
125;Dans QP+200m    ;192;83.0;37;94.0
125;Dans QP+200m    ;184;81.0;26;96.0
113;Dans QP         ;142;82.0;16;94.0
113;Dans QP         ;182;88.0;49;95.0
52;Hors QP         ;106;76.0;12;94.0
52;Hors QP         ;91;84.0;14;93.0
86;Dans QP         ;153;80.0;32;87.0
86;Dans QP         ;149;84.0;26;89.0
76;Dans QP         ;157;87.0;12;89.0
76;Dans QP         ;155;88.0;22;94.0
67;Dans QP+200m    ;118;64.0;16;93.0
67;Dans QP+200m    ;107;87.0;19;92.0
74;Dans QP+200m    ;153;86.0;17;93.0
74;Dans QP+200m    ;140;80.0;16;88.0
80;Dans QP         ;99;80.0;12;88.0
80;Dans QP         ;117;77.0;13;85.0
80;Dans QP         ;187;84.0;33;93.0
80;Dans QP         ;168;85.0;40;94.0
69;Dans QP+200m    ;126;81.0;25;87.0
69;Dans QP+200m    ;112;89.0;30;96.0
56;Dans QP+200m    ;120;88.0;31;86.0
56;Dans QP+200m    ;107;92.0;37;91.0
46;Dans QP+200m    ;127;79.0;14;86.0
46;Dans QP+200m    ;109;79.0;17;88.0
56;Dans QP+200-300m;122;96.0;40;86.0
56;Dans QP+200-300m;122;99.0;58;89.0
87;Dans QP+200m    ;160;84.0;23;89.0
87;Dans QP+200m    ;156;83.0;31;91.0
45;Dans QP+200m    ;69;86.0;12;85.0
45;Dans QP+200m    ;78;87.0;11;88.0
78;Dans QP+200-300m;115;78.0;15;82.0
78;Dans QP+200-300m;132;78.0;19;89.0
90;Dans QP         ;143;78.0;15;88.0
90;Dans QP         ;150;86.0;25;92.0
56;Dans QP         ;105;81.0;19;86.0
56;Dans QP         ;131;74.0;8;84.0
56;Dans QP+200m    ;108;83.0;14;87.0
56;Dans QP+200m    ;109;90.0;18;89.0
107;Dans QP+200-300m;206;87.0;36;94.0
107;Dans QP+200-300m;208;89.0;40;94.0
78;Dans QP+200m    ;132;86.0;23;93.0
78;Dans QP+200m    ;143;89.0;15;94.0
76;Hors QP         ;145;90.0;27;93.0
76;Hors QP         ;129;86.0;25;86.0
71;Dans QP+200-300m;156;87.0;42;92.0
71;Dans QP+200-300m;168;82.0;32;93.0
86;Hors QP         ;182;85.0;31;87.0
86;Hors QP         ;156;83.0;36;99.0
76;Dans QP+200m    ;142;82.0;15;90.0
76;Dans QP+200m    ;139;78.0;24;94.0
37;Dans QP+200m    ;82;93.0;26;87.0
37;Dans QP+200m    ;78;88.0;24;86.0
58;Dans QP+200m    ;120;80.0;21;
58;Dans QP+200m    ;111;78.0;17;93.0
19;Hors QP         ;57;77.0;10;90.0
19;Hors QP         ;62;76.0;9;92.0
64;Dans QP+200m    ;165;85.0;18;88.0
64;Dans QP+200m    ;117;74.0;8;92.0
79;Dans QP         ;132;64.0;13;93.0
79;Dans QP         ;142;79.0;11;96.0
61;Dans QP+200m    ;111;86.0;39;90.0
61;Dans QP+200m    ;107;81.0;18;87.0
46;Hors QP         ;94;84.0;17;96.0
46;Hors QP         ;119;90.0;28;88.0
58;Dans QP+200m    ;102;94.0;13;89.0
58;Dans QP+200m    ;102;86.0;10;90.0
41;Dans QP+200-300m;106;90.0;50;90.0
41;Dans QP+200-300m;111;93.0;49;89.0
43;Dans QP+200-300m;110;89.0;59;92.0
43;Dans QP+200-300m;107;91.0;45;92.0
57;Dans QP+200-300m;97;91.0;34;81.0
57;Dans QP+200-300m;90;76.0;27;78.0
53;Dans QP+200m    ;102;90.0;43;95.0
53;Dans QP+200m    ;101;85.0;38;88.0
62;Dans QP+200-300m;116;90.0;33;98.0
62;Dans QP+200-300m;119;85.0;35;89.0
92;Dans QP+200m    ;169;83.0;28;83.0
92;Dans QP+200m    ;155;66.0;10;89.0
74;Dans QP+200m    ;119;82.0;15;97.0
74;Dans QP+200m    ;92;71.0;16;87.0
84;Dans QP         ;165;90.0;22;92.0
84;Dans QP         ;173;92.0;15;92.0
92;Dans QP+200m    ;168;95.0;29;87.0
92;Dans QP+200m    ;131;87.0;13;90.0
72;Dans QP         ;99;81.0;20;87.0
72;Dans QP         ;103;66.0;8;88.0
107;Dans QP+200-300m;140;84.0;26;89.0
107;Dans QP+200-300m;168;78.0;45;89.0
60;Hors QP         ;99;88.0;17;92.0
60;Hors QP         ;114;95.0;19;89.0
78;Dans QP+200m    ;203;96.0;97;93.0
78;Dans QP+200m    ;169;95.0;86;93.0
46;Dans QP         ;95;80.0;11;88.0
46;Dans QP         ;82;79.0;11;87.0
82;Dans QP+200m    ;171;82.0;30;89.0
82;Dans QP+200m    ;183;83.0;38;90.0
86;Hors QP         ;127;80.0;23;88.0
86;Hors QP         ;150;78.0;16;91.0
83;Dans QP+200-300m;140;89.0;20;88.0
83;Dans QP+200-300m;149;87.0;14;91.0
54;Dans QP+200-300m;82;80.0;10;96.0
54;Dans QP+200-300m;108;77.0;13;91.0
59;Dans QP+200m    ;113;80.0;20;96.0
59;Dans QP+200m    ;113;84.0;20;93.0
109;Dans QP         ;195;84.0;21;94.0
109;Dans QP         ;186;77.0;13;95.0
43;Dans QP+200m    ;76;63.0;7;96.0
43;Dans QP+200m    ;76;74.0;13;96.0
101;Dans QP+200m    ;170;69.0;22;95.0
101;Dans QP+200m    ;146;64.0;14;93.0
76;Dans QP+200m    ;102;81.0;16;90.0
76;Dans QP+200m    ;121;86.0;22;88.0
94;Dans QP+200m    ;129;86.0;34;93.0
94;Dans QP+200m    ;134;75.0;39;95.0
109;Hors QP         ;187;72.0;25;95.0
109;Hors QP         ;169;81.0;17;95.0
101;Dans QP         ;209;83.0;37;94.0
101;Dans QP         ;188;76.0;38;93.0
78;Dans QP         ;122;78.0;19;90.0
78;Dans QP         ;111;78.0;23;93.0
46;Hors QP         ;69;86.0;19;89.0
46;Hors QP         ;74;89.0;8;91.0
54;Hors QP         ;81;80.0;20;99.0
54;Hors QP         ;84;92.0;14;94.0
90;Hors QP         ;128;88.0;50;95.0
90;Hors QP         ;122;82.0;40;91.0
99;Dans QP+200m    ;196;83.0;48;91.0
99;Dans QP+200m    ;152;92.0;39;91.0
82;Dans QP+200m    ;133;77.0;24;88.0
82;Dans QP+200m    ;144;73.0;18;88.0
30;Dans QP+200m    ;72;68.0;2;78.0
30;Dans QP+200m    ;49;78.0;4;83.0
29;Hors QP         ;59;86.0;6;84.0
29;Hors QP         ;51;98.0;8;83.0
30;Hors QP         ;65;94.0;8;87.0
30;Hors QP         ;56;96.0;4;96.0
78;Hors QP         ;130;88.0;17;89.0
78;Hors QP         ;138;89.0;17;90.0
26;Hors QP         ;30;83.0;2;91.0
92;;155;66.0;5;95.0
92;;118;86.0;15;92.0
